ID,Count,Frequency
19,1,0.0016835016835016834
26,1,0.0016835016835016834
27,3,0.005050505050505051
40,4,0.006734006734006734
44,3,0.005050505050505051
58,1,0.0016835016835016834
63,1,0.0016835016835016834
67,2,0.003367003367003367
69,4,0.006734006734006734
72,22,0.037037037037037035
77,2,0.003367003367003367
78,3,0.005050505050505051
79,2,0.003367003367003367
85,1,0.0016835016835016834
94,3,0.005050505050505051
96,2,0.003367003367003367
98,1,0.0016835016835016834
101,2,0.003367003367003367
102,1,0.0016835016835016834
104,1,0.0016835016835016834
112,1,0.0016835016835016834
121,53,0.08922558922558922
126,2,0.003367003367003367
140,2,0.003367003367003367
143,3,0.005050505050505051
151,3,0.005050505050505051
155,5,0.008417508417508417
158,2,0.003367003367003367
164,2,0.003367003367003367
166,1,0.0016835016835016834
176,9,0.015151515151515152
178,1,0.0016835016835016834
